"232","A8F1861601CC16CF4899DA19FBCAF8EEC19C90A9","0000-00-00",183,2415509850,2415509850,1966971681,1
"A8F1861601CC16CF4899DA19FBCAF8EEC19C90A9","BGE.exe",7489200,7489200,3104107,0
"A8F1861601CC16CF4899DA19FBCAF8EEC19C90A9","BGEMakingOf.bik",34347088,34347088,33487731,0
"A8F1861601CC16CF4899DA19FBCAF8EEC19C90A9","binkw32.dll",375808,375808,150825,0
"A8F1861601CC16CF4899DA19FBCAF8EEC19C90A9","CheckApplication.exe",300648,300648,145227,0
"A8F1861601CC16CF4899DA19FBCAF8EEC19C90A9","jade.spe",2040,2040,1054,0
"A8F1861601CC16CF4899DA19FBCAF8EEC19C90A9","sally_clean.bf",2171727872,2171727872,1732944345,0
"A8F1861601CC16CF4899DA19FBCAF8EEC19C90A9","SettingsApplication.exe",1017448,1017448,387158,0
"A8F1861601CC16CF4899DA19FBCAF8EEC19C90A9","support\EAX4Unified_redist_4001.exe",569920,569920,374590,1
"A8F1861601CC16CF4899DA19FBCAF8EEC19C90A9","support\support.bat",329,329,183,1
"A8F1861601CC16CF4899DA19FBCAF8EEC19C90A9","support\settings.reg",3630,3630,857,1
"A8F1861601CC16CF4899DA19FBCAF8EEC19C90A9","support\DirectX\Apr2005_d3dx9_25_x64.cab",1347354,1347354,1345055,1
"A8F1861601CC16CF4899DA19FBCAF8EEC19C90A9","support\DirectX\Apr2005_d3dx9_25_x86.cab",1078962,1078962,1074298,1
"A8F1861601CC16CF4899DA19FBCAF8EEC19C90A9","support\DirectX\Apr2006_d3dx9_30_x64.cab",1397830,1397830,1395632,1
"A8F1861601CC16CF4899DA19FBCAF8EEC19C90A9","support\DirectX\Apr2006_d3dx9_30_x86.cab",1115221,1115221,1110854,1
"A8F1861601CC16CF4899DA19FBCAF8EEC19C90A9","support\DirectX\Apr2006_MDX1_x86.cab",916430,916430,910566,1
"A8F1861601CC16CF4899DA19FBCAF8EEC19C90A9","support\DirectX\Apr2006_MDX1_x86_Archive.cab",4162630,4162630,4161695,1
"A8F1861601CC16CF4899DA19FBCAF8EEC19C90A9","support\DirectX\Apr2006_XACT_x64.cab",179133,179133,177107,1
"A8F1861601CC16CF4899DA19FBCAF8EEC19C90A9","support\DirectX\Apr2006_XACT_x86.cab",133103,133103,131040,1
"A8F1861601CC16CF4899DA19FBCAF8EEC19C90A9","support\DirectX\Apr2006_xinput_x64.cab",87101,87101,85126,1
"A8F1861601CC16CF4899DA19FBCAF8EEC19C90A9","support\DirectX\Apr2006_xinput_x86.cab",46010,46010,43969,1
"A8F1861601CC16CF4899DA19FBCAF8EEC19C90A9","support\DirectX\APR2007_d3dx10_33_x64.cab",698612,698612,696617,1
"A8F1861601CC16CF4899DA19FBCAF8EEC19C90A9","support\DirectX\APR2007_d3dx10_33_x86.cab",695865,695865,693738,1
"A8F1861601CC16CF4899DA19FBCAF8EEC19C90A9","support\DirectX\APR2007_d3dx9_33_x64.cab",1607358,1607358,1604824,1
"A8F1861601CC16CF4899DA19FBCAF8EEC19C90A9","support\DirectX\APR2007_d3dx9_33_x86.cab",1606039,1606039,1601400,1
"A8F1861601CC16CF4899DA19FBCAF8EEC19C90A9","support\DirectX\APR2007_XACT_x64.cab",195766,195766,193759,1
"A8F1861601CC16CF4899DA19FBCAF8EEC19C90A9","support\DirectX\APR2007_XACT_x86.cab",151225,151225,149211,1
"A8F1861601CC16CF4899DA19FBCAF8EEC19C90A9","support\DirectX\APR2007_xinput_x64.cab",96817,96817,94772,1
"A8F1861601CC16CF4899DA19FBCAF8EEC19C90A9","support\DirectX\APR2007_xinput_x86.cab",53302,53302,51294,1
"A8F1861601CC16CF4899DA19FBCAF8EEC19C90A9","support\DirectX\Aug2005_d3dx9_27_x64.cab",1350542,1350542,1348512,1
"A8F1861601CC16CF4899DA19FBCAF8EEC19C90A9","support\DirectX\Aug2005_d3dx9_27_x86.cab",1077644,1077644,1073323,1
"A8F1861601CC16CF4899DA19FBCAF8EEC19C90A9","support\DirectX\AUG2006_XACT_x64.cab",182903,182903,180880,1
"A8F1861601CC16CF4899DA19FBCAF8EEC19C90A9","support\DirectX\AUG2006_XACT_x86.cab",137235,137235,135174,1
"A8F1861601CC16CF4899DA19FBCAF8EEC19C90A9","support\DirectX\AUG2006_xinput_x64.cab",87142,87142,85138,1
"A8F1861601CC16CF4899DA19FBCAF8EEC19C90A9","support\DirectX\AUG2006_xinput_x86.cab",46058,46058,44033,1
"A8F1861601CC16CF4899DA19FBCAF8EEC19C90A9","support\DirectX\AUG2007_d3dx10_35_x64.cab",852286,852286,850068,1
"A8F1861601CC16CF4899DA19FBCAF8EEC19C90A9","support\DirectX\AUG2007_d3dx10_35_x86.cab",796867,796867,794376,1
"A8F1861601CC16CF4899DA19FBCAF8EEC19C90A9","support\DirectX\AUG2007_d3dx9_35_x64.cab",1800160,1800160,1798017,1
"A8F1861601CC16CF4899DA19FBCAF8EEC19C90A9","support\DirectX\AUG2007_d3dx9_35_x86.cab",1708152,1708152,1703474,1
"A8F1861601CC16CF4899DA19FBCAF8EEC19C90A9","support\DirectX\AUG2007_XACT_x64.cab",198096,198096,196083,1
"A8F1861601CC16CF4899DA19FBCAF8EEC19C90A9","support\DirectX\AUG2007_XACT_x86.cab",153012,153012,151009,1
"A8F1861601CC16CF4899DA19FBCAF8EEC19C90A9","support\DirectX\Aug2008_d3dx10_39_x64.cab",867612,867612,864964,1
"A8F1861601CC16CF4899DA19FBCAF8EEC19C90A9","support\DirectX\Aug2008_d3dx10_39_x86.cab",849167,849167,846546,1
"A8F1861601CC16CF4899DA19FBCAF8EEC19C90A9","support\DirectX\Aug2008_d3dx9_39_x64.cab",1794084,1794084,1791229,1
"A8F1861601CC16CF4899DA19FBCAF8EEC19C90A9","support\DirectX\Aug2008_d3dx9_39_x86.cab",1464672,1464672,1462273,1
"A8F1861601CC16CF4899DA19FBCAF8EEC19C90A9","support\DirectX\Aug2008_XACT_x64.cab",121772,121772,119723,1
"A8F1861601CC16CF4899DA19FBCAF8EEC19C90A9","support\DirectX\Aug2008_XACT_x86.cab",92996,92996,90958,1
"A8F1861601CC16CF4899DA19FBCAF8EEC19C90A9","support\DirectX\Aug2008_XAudio_x64.cab",271412,271412,269401,1
"A8F1861601CC16CF4899DA19FBCAF8EEC19C90A9","support\DirectX\Aug2008_XAudio_x86.cab",271038,271038,268867,1
"A8F1861601CC16CF4899DA19FBCAF8EEC19C90A9","support\DirectX\Aug2009_D3DCompiler_42_x64.cab",919044,919044,912244,1
"A8F1861601CC16CF4899DA19FBCAF8EEC19C90A9","support\DirectX\Aug2009_D3DCompiler_42_x86.cab",900598,900598,895304,1
"A8F1861601CC16CF4899DA19FBCAF8EEC19C90A9","support\DirectX\Aug2009_d3dcsx_42_x64.cab",3112111,3112111,3110912,1
"A8F1861601CC16CF4899DA19FBCAF8EEC19C90A9","support\DirectX\Aug2009_d3dcsx_42_x86.cab",3319740,3319740,3316464,1
"A8F1861601CC16CF4899DA19FBCAF8EEC19C90A9","support\DirectX\Aug2009_d3dx10_42_x64.cab",232635,232635,230634,1
"A8F1861601CC16CF4899DA19FBCAF8EEC19C90A9","support\DirectX\Aug2009_d3dx10_42_x86.cab",192131,192131,190066,1
"A8F1861601CC16CF4899DA19FBCAF8EEC19C90A9","support\DirectX\Aug2009_d3dx11_42_x64.cab",136301,136301,134226,1
"A8F1861601CC16CF4899DA19FBCAF8EEC19C90A9","support\DirectX\Aug2009_d3dx11_42_x86.cab",105044,105044,102908,1
"A8F1861601CC16CF4899DA19FBCAF8EEC19C90A9","support\DirectX\Aug2009_d3dx9_42_x64.cab",930116,930116,927457,1
"A8F1861601CC16CF4899DA19FBCAF8EEC19C90A9","support\DirectX\Aug2009_d3dx9_42_x86.cab",728456,728456,725571,1
"A8F1861601CC16CF4899DA19FBCAF8EEC19C90A9","support\DirectX\Aug2009_XACT_x64.cab",122408,122408,120361,1
"A8F1861601CC16CF4899DA19FBCAF8EEC19C90A9","support\DirectX\Aug2009_XACT_x86.cab",93106,93106,91071,1
"A8F1861601CC16CF4899DA19FBCAF8EEC19C90A9","support\DirectX\Aug2009_XAudio_x64.cab",273264,273264,271259,1
"A8F1861601CC16CF4899DA19FBCAF8EEC19C90A9","support\DirectX\Aug2009_XAudio_x86.cab",272642,272642,270500,1
"A8F1861601CC16CF4899DA19FBCAF8EEC19C90A9","support\DirectX\Dec2005_d3dx9_28_x64.cab",1357976,1357976,1355625,1
"A8F1861601CC16CF4899DA19FBCAF8EEC19C90A9","support\DirectX\Dec2005_d3dx9_28_x86.cab",1079456,1079456,1075157,1
"A8F1861601CC16CF4899DA19FBCAF8EEC19C90A9","support\DirectX\DEC2006_d3dx10_00_x64.cab",212807,212807,210834,1
"A8F1861601CC16CF4899DA19FBCAF8EEC19C90A9","support\DirectX\DEC2006_d3dx10_00_x86.cab",191720,191720,189654,1
"A8F1861601CC16CF4899DA19FBCAF8EEC19C90A9","support\DirectX\DEC2006_d3dx9_32_x64.cab",1571154,1571154,1568880,1
